"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"TRAF4"	1.03001243342158	3.85657202993114	13.4672360664282	2.78188754652698e-25	1.29390118443115e-23	46.8931189569927
"LINC00656"	-0.425342166452133	0.269643069054195	-13.4532841061902	2.99176070841101e-25	1.38507440204213e-23	46.8207137833922
"DBNDD1"	1.48405304734563	2.14397024353139	13.4445785826263	3.13069072969084e-25	1.44271462197735e-23	46.7755264603434
"GHR"	-0.794931271377621	0.842191898002663	-13.4120826607765	3.70896561310231e-25	1.69713536078215e-23	46.6067900663578
"TEDC2"	1.1833441653186	0.829977409817263	13.4116820380358	3.7167264401129e-25	1.69713536078215e-23	46.6047092134246
"PPIL1"	1.09465062860895	3.94155804757605	13.3924721078166	4.1086280346149e-25	1.86755819755223e-23	46.5049147778179
"CCDC152"	-0.619508142426316	0.899654476098684	-13.3865435901864	4.23775487581102e-25	1.91753614290091e-23	46.4741097020771
"CCNA2"	1.96620412820796	1.90981520585477	13.3730583355596	4.54684310006954e-25	2.04812752255384e-23	46.4040273053125
"CDC6"	1.70159545314947	1.30927437645512	13.3556222996527	4.98026118408358e-25	2.23330097940968e-23	46.313388435156
"GPBAR1"	-0.741673211119232	0.798726969771805	-13.3407813684629	5.3816873150954e-25	2.4025389799533e-23	46.2362182578537
"DCPS"	0.620683810742106	2.46338462827491	13.3339866092637	5.57615875260032e-25	2.47829277893348e-23	46.2008801180157
"NSF"	0.937349242250702	3.39577049395974	13.3070183660641	6.42009467753882e-25	2.84074985731806e-23	46.0605830477154
"CBX3"	1.09855411433439	4.9868930927814	13.3055796696359	6.46855768881417e-25	2.84958488494016e-23	46.0530966810716
"SYNPO"	-1.51283472648789	4.40631150385553	-13.3043879970201	6.50897741635761e-25	2.8548146562972e-23	46.0468955818966
"INTS8"	0.816491961882105	2.23041336466228	13.3017876882249	6.59805788876256e-25	2.8812479863592e-23	46.033363932079
"JPT1"	1.54381576458158	4.62620009573044	13.2999176360936	6.66287667768781e-25	2.89690290334253e-23	46.0236320651332
"LINC00857"	1.08340365254786	1.00990660111053	13.2973891790733	6.75153383749466e-25	2.92274192099336e-23	46.0104733231268
"STX12"	-0.760333460618246	4.6562008812193	-13.2879084466086	7.0946335667954e-25	3.0580317098256e-23	45.9611280825964
"P3H4"	1.56970930210895	2.58599374717868	13.2842071385486	7.23328093942399e-25	3.10441242035364e-23	45.9418613759836
"KIF4A"	1.96335913988084	1.34109393608991	13.2707281766326	7.76156764638053e-25	3.31690925058997e-23	45.8716880187278
"FEN1"	1.40431506617158	3.08527438237912	13.2686532650845	7.84626045645081e-25	3.33883423678758e-23	45.8608843105874
"MTIF2"	0.790619985240351	3.21532356800228	13.264527152423	8.01744343371661e-25	3.39722179394771e-23	45.8393992192876
"KIF11"	1.84011989170668	1.76149747786876	13.2423296831828	9.00477038953593e-25	3.79948117701938e-23	45.7237889470911
"CFD"	-2.45857126029133	5.20139833302679	-13.2399441154181	9.11788743491969e-25	3.83104514072256e-23	45.7113617000342
"ASF1B"	1.76446311385744	2.15937216047461	13.2355702621655	9.32899961697711e-25	3.9033471200741e-23	45.68857548832
"F10"	-1.17963696365133	1.63758896609907	-13.2264111900554	9.78710186927472e-25	4.0779591121978e-23	45.6408545609302
"UHRF1"	1.62862303210057	1.16788068469207	13.2063780329923	1.08693037508666e-24	4.51008454392804e-23	45.5364515037763
"NXPH3"	-1.0588835397728	1.11900296380993	-13.2024643985454	1.10943434602994e-24	4.58443944640471e-23	45.5160514586493
"HSPE1"	1.10694482313193	4.72625800452772	13.1974129569197	1.13917332772519e-24	4.6879560811736e-23	45.4897185569552
"NPNT"	-2.06707130345439	4.35507878092702	-13.1953950041421	1.15127584771146e-24	4.71416404690819e-23	45.4791984540344
"NRN1"	-1.67279987271304	2.61188607297261	-13.1947832537498	1.15497019149251e-24	4.71416404690819e-23	45.4760091731746
"SSR1"	0.696420690205087	4.16228026204991	13.1930862333301	1.16528082579753e-24	4.73691392600622e-23	45.4671618084005
"C11orf80"	0.932047630467018	2.13542367114368	13.1781894757777	1.25984630319254e-24	5.10059232061755e-23	45.3894872882772
"SAMD10"	0.984937026725702	1.80914876560592	13.1687525972398	1.3236977629212e-24	5.33749097952096e-23	45.3402716722072
"AURKB"	1.81744928552087	1.48658802569762	13.1607222037878	1.38058344140755e-24	5.54451181288173e-23	45.2983851616002
"PGM5"	-1.36425766137919	1.79408573241374	-13.1554162468282	1.41950898501683e-24	5.67803594006733e-23	45.2707062549203
"SORBS1"	-1.15702179890221	2.25504552556047	-13.1505475907852	1.45619435780877e-24	5.80157114664849e-23	45.2453064284175
"FAM189A1"	-0.623361276961629	0.487685079669659	-13.131965687899	1.60516805050869e-24	6.3697144861456e-23	45.1483457525138
"LIMCH1"	-1.67164740156088	4.47495980052307	-13.128944316577	1.63079661421046e-24	6.4458364198042e-23	45.1325773914003
"MTX2"	0.73911166841421	4.07650411852658	13.1174537705367	1.73207027329325e-24	6.81917430430412e-23	45.0726017779451
"BCHE"	-1.60753303475237	1.58961100637904	-13.1150478502536	1.7540613503681e-24	6.87867196222783e-23	45.0600425027022
"TRPV2"	-1.57335558182105	3.85918220576877	-13.1077989287725	1.82202725724473e-24	7.11729397361221e-23	45.0221990339732
"CYBRD1"	-1.76895314893158	5.49178047049947	-13.106501976807	1.83446320590933e-24	7.13798912805187e-23	45.0154277399651
"PSMD7"	0.675119538097191	4.46232703744789	13.0881852212434	2.01946698085807e-24	7.8273913986747e-23	44.9197820153276
"EIF6"	0.907852949824736	5.93293499217079	13.0782279279558	2.12777599256171e-24	8.21535132263209e-23	44.8677754898423
"RAB19"	0.83788186483965	1.03101715986295	13.0742433702576	2.17273286813721e-24	8.3566648774508e-23	44.8469619670688
"TMEM139"	-1.73614525254467	2.31871735086135	-13.0596616518477	2.34553388412997e-24	8.98671986256695e-23	44.7707822822028
"CACNA2D2"	-3.12391850871833	3.98305094306312	-13.0583388622075	2.36187586704652e-24	9.01479338567373e-23	44.7638707104792
"CPED1"	-1.3073116969356	1.98297448184027	-13.0503878935863	2.46253842442279e-24	9.36326397118933e-23	44.7223238315291
"RECQL4"	1.55675963342446	1.5169942722603	13.048629863936	2.48537049623252e-24	9.41428218269894e-23	44.7131367330163
"STIP1"	0.86724435731193	4.91066097672386	13.0389999635895	2.61425724638924e-24	9.8651216844877e-23	44.6628082825527
"BRCC3"	0.743239707693157	3.08428980615009	12.9871489801096	3.43267317471751e-24	1.29047863711185e-22	44.3916884882216
"SOX7"	-1.93885081358991	2.22775478192645	-12.9830339105233	3.50771326965023e-24	1.31375028825851e-22	44.3701619804357
"STARD8"	-1.4169510928387	2.42812097492626	-12.9742412454783	3.67361152998326e-24	1.37075057088928e-22	44.3241616477528
"SKA3"	1.28503210168891	0.944412949181876	12.9542778930076	4.08008963648505e-24	1.51676194664872e-22	44.2196964259537
"LEPR"	-1.38045984616586	2.12202603352496	-12.9502741704467	4.16688928872869e-24	1.54329232915877e-22	44.1987416274735
"C1QTNF7"	-1.32498450912375	1.39796908963641	-12.94123801309	4.36965950808787e-24	1.61242048268925e-22	44.1514431277674
"TMOD1"	-1.07911822276513	1.43973271185515	-12.9381999648798	4.44003268295645e-24	1.63236495696928e-22	44.1355393983239
"LINC00511"	1.39031272514856	1.08302433014756	12.9209893701134	4.86070790485748e-24	1.78047908602838e-22	44.0454303681427
"GGA2"	-0.837763164646141	4.2303300732964	-12.8984525491978	5.47262024045406e-24	1.99730665710002e-22	43.9273987861882
"MTCH2"	0.743832237830702	4.55618285574079	12.8956201601112	5.55480083474506e-24	2.01992757627093e-22	43.9125618887912
"SYNM"	-1.150167367415	1.91000090356776	-12.8763794047968	6.14680008762704e-24	2.22710148102429e-22	43.8117560751468
"UQCC2"	1.02023500532667	2.54722960147193	12.8715953754823	6.30356843414909e-24	2.27565647442205e-22	43.786687085462
"AGTPBP1"	-0.917685951045439	2.70820547622377	-12.8704762325124	6.34081678778524e-24	2.28086934812419e-22	43.7808223549221
"TMEM74B"	-1.09065780039386	1.37028235618956	-12.864744248333	6.53508313325214e-24	2.3423237036746e-22	43.7507830367813
"SEC61A1"	0.791829148743158	6.31449414067386	12.8590737358411	6.73313950802918e-24	2.40469268143899e-22	43.7210633002068
"SOSTDC1"	-2.76901065416195	2.15240520902981	-12.8532744660781	6.94192152664602e-24	2.47043470699146e-22	43.6906660942766
"ALG8"	0.882581185257192	3.24904148979053	12.850852933061	7.03101044248494e-24	2.49326611435636e-22	43.6779727009308
"SIRPD"	-0.227960843766521	0.193690292959003	-12.8364120126215	7.58662065676435e-24	2.68078468436903e-22	43.6022654551807
"ACTL6A"	0.967212667632632	3.64114157638421	12.8355618827932	7.62066889662575e-24	2.6833341185302e-22	43.5978080941502
"FAM114A1"	0.954319002378071	3.83492622574219	12.8259532311997	8.01632317728046e-24	2.81274497448437e-22	43.5474245048019
"CCDC167"	1.26934684014842	3.96570746133035	12.8190978385371	8.31113920648585e-24	2.90599272954051e-22	43.5114733725914
"PC"	1.21215582591711	2.11423071185724	12.8094718066054	8.74355310278249e-24	3.04653418215418e-22	43.4609862032994
"CALR"	0.782851342091403	8.35865243304079	12.7806137481657	1.01798990583686e-23	3.53468717304466e-22	43.3095864684368
"KAT2A"	1.11252310387105	3.18306569560447	12.7673959692882	1.09146110291106e-23	3.76577471713657e-22	43.2402196781132
"TNS2"	-1.43359226526193	3.87457609261044	-12.7672893852517	1.0920746679696e-23	3.76577471713657e-22	43.2396602711482
"NOTCH4"	-1.35527276371105	2.38304639050605	-12.7594644034754	1.13807809535046e-23	3.91092128986413e-22	43.1985884147247
"SPAG5"	1.76340673697891	1.58394666134765	12.7414057847029	1.25180151515922e-23	4.28699149027131e-22	43.1037841599293
"NCAPGP2"	-0.910177107742037	0.51208891571202	-12.7027977515383	1.53463293452872e-23	5.23765506665093e-22	42.9010159558263
"DUS1L"	0.896342906047894	3.53303210702096	12.6969136599301	1.58304084775731e-23	5.38449267944663e-22	42.8701029637174
"ABCF2"	0.717217874323684	3.7629747068943	12.6871257136774	1.66698146599395e-23	5.65078463048798e-22	42.8186746829865
"CBX8"	0.726316958441667	1.46920478534571	12.6764648412429	1.76349495785264e-23	5.95775323598865e-22	42.7626516429124
"GNL3"	1.0034772044393	4.09737888619947	12.6605560583877	1.91803800223639e-23	6.45804041157034e-22	42.6790349417257
"MELK"	1.95602199537304	1.44192683611741	12.6557418407582	1.96742921512991e-23	6.60211146016747e-22	42.6537276524041
"SGCA"	-1.39882165778195	2.08457238242587	-12.6431921568318	2.10226140779412e-23	7.03097460800711e-22	42.5877486146952
"HYAL1"	-2.25057095883117	3.28946821111389	-12.6397033346197	2.1413645855182e-23	7.13788195172733e-22	42.5694043158947
"CORO2B"	-1.20894001126463	1.45596791679751	-12.6357929421127	2.18606029887209e-23	7.26265880023951e-22	42.5488423222084
"ARRB1"	-1.28909014027386	3.85501179983079	-12.6223866940786	2.34651633888534e-23	7.76992165193821e-22	42.4783397663637
"ALDOA"	1.20190849386562	7.14534503997421	12.6190693501128	2.3880110738382e-23	7.88122466613266e-22	42.4608920367356
"FAM111B"	1.48264235681435	1.2547754735216	12.5928705708146	2.74265247957986e-23	9.0218831565127e-22	42.3230699944586
"AK1"	-1.3821845353814	3.27863792958351	-12.5877727572345	2.81756833237223e-23	9.23792895859749e-22	42.2962464752692
"MKI67"	1.99250554554193	1.69072847924904	12.580508423854	2.92788172696441e-23	9.56824093779219e-22	42.2580199698109
"PFKP"	1.92759389989	4.00905414716132	12.5773423768724	2.97730534091287e-23	9.69806299971619e-22	42.2413583444491
"RGS9"	-1.0211854289103	0.991767228742395	-12.5719047005289	3.0641503484447e-23	9.94854009235294e-22	42.2127403607495
"NDST1"	-1.27168442511632	4.23513986793921	-12.5633476104335	3.205987985971e-23	1.03753656503916e-21	42.1677008729126
"TPPP3"	-2.79364035740895	4.65062865277956	-12.5380123228437	3.66572165442661e-23	1.17995248742606e-21	42.0343199946499
"PLCL1"	-0.735573021240491	1.06842562912282	-12.5378097446211	3.66965223589505e-23	1.17995248742606e-21	42.0332533105848
"PPIF"	1.09385764404509	4.02160323411991	12.5355076422739	3.7146173976492e-23	1.19058249924654e-21	42.0211312893846
"JAML"	-1.46585477886819	2.53894732458011	-12.5310472771406	3.8033163311746e-23	1.21511703871393e-21	41.9976435791989
"CASKIN2"	-1.37157837252386	3.45517164065877	-12.4992234854725	4.50091327726912e-23	1.43215243533186e-21	41.8300226677123
"XRCC5"	0.642134543487017	5.71236167444947	12.498788830744	4.51128017129537e-23	1.43215243533186e-21	41.8277327784875
"SELENOI"	1.02842436689877	2.39786981293605	12.4704373238274	5.24185559991869e-23	1.65881506326541e-21	41.6783401236843
"PCOLCE2"	-1.93610854927564	2.33241159836399	-12.4670074312331	5.33792779064405e-23	1.68388889294765e-21	41.6602631846759
"OLA1"	0.949025713130001	3.45893965738693	12.4635192657055	5.43744301965043e-23	1.70988774202844e-21	41.6418782863292
"TACO1"	0.713062609583158	3.08334880696456	12.4622802547178	5.47323715137753e-23	1.71574832331584e-21	41.6353476905641
"NCAPH"	1.6625460971706	1.39872469115744	12.4583940505538	5.58704649700611e-23	1.74595203031441e-21	41.6148635440065
"EZH2"	1.45947226775846	1.53498642685274	12.4483292142791	5.89295234975864e-23	1.83581070085939e-21	41.5618070335926
"BMX"	-0.910738566723135	0.863699707398696	-12.4360249227047	6.28982981298566e-23	1.95336329595828e-21	41.4969358204871
"PLLP"	-1.54904693156597	2.60780809857298	-12.4097556478818	7.22914176382242e-23	2.23812438508434e-21	41.3584031668587
"ADCY4"	-1.09158296250775	1.47377606325865	-12.4059733570048	7.37550642766619e-23	2.27639087273648e-21	41.3384531553132
"HLA-E"	-1.29443133653544	8.78987621998439	-12.3982444982049	7.68389626384397e-23	2.35990045300175e-21	41.2976836289709
"PKP3"	1.27943498819053	3.62861598905053	12.3978523335097	7.6998841939718e-23	2.35990045300175e-21	41.2956148629673
"PALB2"	0.688714331980298	1.86994461547055	12.3974364758635	7.71687448131571e-23	2.35990045300175e-21	41.2934210994353
"MIR22HG"	-1.38506749953421	3.48654777604868	-12.3745744778819	8.71112797181953e-23	2.65583169872547e-21	41.1727998713216
"BRIX1"	0.941655372547368	2.68521118201211	12.3618018652092	9.32151202302014e-23	2.82825621513859e-21	41.1053955956354
"SCN7A"	-1.82764423794172	2.47875347512686	-12.3615646345286	9.33324550995733e-23	2.82825621513859e-21	41.1041435671683
"VAMP2"	-1.07528689095193	4.68486472593281	-12.3596923967987	9.42636785914302e-23	2.84784527466556e-21	41.094262357628
"GUCY1A2"	-1.07077751499986	1.34915818766189	-12.3583296890911	9.49473208490918e-23	2.85985906171963e-21	41.0870701756393
"PLEKHA8"	0.721873561599719	1.22613536765863	12.3429574613671	1.03012266984752e-22	3.09346147101358e-21	41.0059291726433
"STX1A"	1.67290958344728	1.47303872902261	12.3415713127854	1.0377242101092e-22	3.10695871290179e-21	40.9986117372734
"ENTPD7"	1.0820439339434	2.05816252593725	12.3224219201739	1.14867858779753e-22	3.42889130685831e-21	40.8975097633298
"HYOU1"	1.19500209761807	4.59892281407412	12.3023795424872	1.27756761358501e-22	3.80228456424111e-21	40.7916674812995
"ARHGEF16"	1.24313580414026	2.20096845107969	12.279690539279	1.44106049683748e-22	4.27614390752962e-21	40.6718171779216
"KIFC1"	1.75572429106074	1.8974210400274	12.2718586746646	1.50223602475746e-22	4.44448528034751e-21	40.630439175092
"BDNF"	-0.928579554563258	0.739104857011266	-12.2580085083256	1.61686339113036e-22	4.76950852840815e-21	40.5572551597694
"CDCA5"	1.80116107058837	1.63910813253122	12.2427955057265	1.75290012905376e-22	5.15558861486401e-21	40.4768559085866
"TNNI2"	-1.43957191651365	1.74725553444826	-12.2361344440414	1.81602079672091e-22	5.32557418393228e-21	40.4416482402865
"ZNF385B"	-1.96781582101127	2.26751494416471	-12.2293443730563	1.88270949795432e-22	5.50499853203016e-21	40.405755810557
"ZNF239"	0.885869965192649	1.24673454856257	12.2233118755479	1.94401416352659e-22	5.66767977704546e-21	40.3738655031922
"GPC3"	-2.38144438238509	4.36840778629711	-12.2135416662098	2.04757621812265e-22	5.92331479367863e-21	40.3222112654358
"HS6ST2"	2.25367909697149	1.80155113793887	12.2134708765637	2.04834640441934e-22	5.92331479367863e-21	40.3218369851033
"DPP3"	0.849346583154913	3.7154853483743	12.2133679350769	2.04946691861281e-22	5.92331479367863e-21	40.3212927104049
"SCN1A"	-0.788086953765438	0.688610799648035	-12.2052007949557	2.14035223389866e-22	6.16816205734483e-21	40.278109113625
"LHFPL6"	-1.42931001412263	4.44484834857939	-12.2027855736157	2.1679952941368e-22	6.2202927268665e-21	40.265337884697
"TYMS"	1.49622753335137	2.49644621150309	12.2025351252981	2.17088216167641e-22	6.2202927268665e-21	40.2640135411888
"TMPRSS4"	2.64818439706715	1.79650701754641	12.1970788644501	2.23474061713346e-22	6.38497319180988e-21	40.235160463847
"TFG"	0.767481697133508	4.27240059477746	12.1714244786045	2.56116928086028e-22	7.29677857794951e-21	40.0994737860962
"CYP17A1"	-0.417201088896507	0.340344790374799	-12.1633998657268	2.6727791983169e-22	7.59312272249118e-21	40.0570231520659
"NAT9"	0.769418868403158	2.77539480045737	12.1618680722142	2.69463176466933e-22	7.63351774693862e-21	40.0489194371598
"PTRH2"	0.745161930723684	2.13926713540026	12.1545177924559	2.80200809275614e-22	7.9152770981812e-21	40.0100319492246
"SEPT4"	-0.884152573783106	1.52517798437652	-12.1334261722865	3.13453299272857e-22	8.82967040205231e-21	39.8984262566706
"TMEM87B"	0.751708247128948	3.52668842330833	12.129894141856	3.19396365967158e-22	8.97180803278535e-21	39.8797340126004
"NDC80"	1.46388933560554	1.16840606468181	12.1269909609464	3.24365785208705e-22	9.0858763363783e-21	39.8643692141085
"MCM2"	1.64307277107298	2.68572838488632	12.0828291522733	4.10258121375035e-22	1.14597240607552e-20	39.6305856918984
"DDX56"	0.799337172497719	3.91335922175377	12.0705368167693	4.37989828794175e-22	1.22002737825675e-20	39.5654922729922
"TBL2"	0.801219528307544	3.43552467453219	12.0698779280269	4.39528245250974e-22	1.22091179236382e-20	39.5620029147199
"SOX17"	-1.57426351521682	1.77048992184538	-12.0607417964025	4.61426531490185e-22	1.27818983792295e-20	39.5136169924096
"METTL2A"	0.613605510525263	2.42575534531667	12.0539579698184	4.78391011325177e-22	1.32152213073253e-20	39.4776860170614
"THBS2"	2.84422474527088	3.6412480047507	12.0321057217927	5.37404664784215e-22	1.48045362199508e-20	39.3619262770535
"SMIM15"	0.715544757791755	4.32793071758711	12.0212823005123	5.69282426410685e-22	1.56396270991946e-20	39.3045804200246
"ZFPM2-AS1"	1.13327578626655	0.619682681561386	12.0155786148464	5.86836712601652e-22	1.60777181534699e-20	39.2743578589594
"TSPAN7"	-2.27221947829711	3.6088574136232	-12.0032931837216	6.26512244784914e-22	1.71178208957627e-20	39.2092538952922
"LINC01082"	-1.17371848337273	0.731969428935844	-11.9967437981736	6.48750601250708e-22	1.76771280994743e-20	39.174543410895
"TINCR"	-1.28532046570016	1.27675107504406	-11.9942544167609	6.57409234596632e-22	1.78643813749085e-20	39.1613495423357
"LGALSL"	-1.47661792799812	3.31296319557989	-11.9761501863474	7.23962752978972e-22	1.96195868015982e-20	39.0653857388804
"COPG1"	0.733780939680175	5.68478448341254	11.9699351949363	7.483335676499e-22	2.02252315581054e-20	39.0324382177608
"SLC35A2"	0.920509150561756	3.81852347602088	11.9614764742863	7.82828936511869e-22	2.11005104181097e-20	38.9875926254786
"GTSE1"	1.37423466094193	1.0320815331193	11.9602238378431	7.8807100808306e-22	2.11287790204974e-20	38.980951192278
"CXorf40B"	0.563966607531405	2.60507265872254	11.9602161098237	7.88103457464554e-22	2.11287790204974e-20	38.9809102183328
"COASY"	0.699022655752807	3.99839880865307	11.9549617128491	8.10479113062554e-22	2.16705645203892e-20	38.953050663774
"CCDC141"	-0.667431118889964	0.477062469928614	-11.9505808829098	8.29620592284412e-22	2.2123215794251e-20	38.9298217401708
"FANCI"	1.28519594964747	1.6106985177216	11.9408606041799	8.73725379021752e-22	2.32373771016423e-20	38.8782772067666
"DOK2"	-1.69952865873391	3.78958148343655	-11.9397685368849	8.78825082230815e-22	2.33110101387484e-20	38.8724858923066
"CHAF1B"	1.09316873805405	1.27461155116801	11.9376685049671	8.88715721443192e-22	2.35109979217776e-20	38.8613490860398
